0	3.0	-0.48945527777691394	-1.3838072811488622	0.0009491299461130464	-2.9161441998514856e-06	0.0	0.0	0.0	0.0	0.0
1	3.0	0.0	0.0	0.0	0.0	0.002539809270600324	5.384853676675022e-11	7.02858428454885e-10	-2.4497124512180505e-09	-5.163834061600828e-10
0	5.0	0.3872900493871746	0.017339856788215258	-0.052132476752034584	0.000524948452087835	0.0	0.0	0.0	0.0	0.0
1	5.0	0.0	0.0	0.0	0.0	-0.04889611164707042	2.676437459979092e-10	-1.2454510099835178e-09	-4.432333544663665e-09	1.4054240834452654e-08
0	7.0	0.38410280761888344	-0.04113835235072427	-0.07579734158562829	0.0011208958697764785	0.0	0.0	0.0	0.0	0.0
1	7.0	0.0	0.0	0.0	0.0	-0.0038781630788980864	-4.358974181283862e-11	-5.176894788610193e-10	-2.12314129886206e-09	1.5310030127480013e-09
0	9.0	0.37720917435373236	0.0009121967327416769	-0.08929443665551406	0.0015985267112775953	0.0	0.0	0.0	0.0	0.0
1	9.0	0.0	0.0	0.0	0.0	0.007532374724769239	-1.5447926077762306e-11	-3.5629121136474216e-10	-3.0796957527160574e-09	-1.5008162795061212e-09
0	11.0	0.35466218741478917	0.07694421943355545	-0.08863956593021641	0.00143488555739886	0.0	0.0	0.0	0.0	0.0
1	11.0	0.0	0.0	0.0	0.0	0.029328720378003346	-1.6283352598861094e-10	1.9664474534069613e-09	-8.963093174048971e-10	-7.680713613851423e-09
0	13.0	0.37200515996358463	-0.19029390169166305	-0.27658492710498395	0.021494545353681005	0.0	0.0	0.0	0.0	0.0
1	13.0	0.0	0.0	0.0	0.0	-0.002844674074985884	-4.9851911948738486e-11	-3.0502621365282256e-10	-1.0698480125630274e-10	1.2617269140268546e-09
0	15.0	0.3413603247834557	-0.07439967813279458	-0.27289409977700874	0.020804611561377598	0.0	0.0	0.0	0.0	0.0
1	15.0	0.0	0.0	0.0	0.0	-0.002305641474412569	2.9063476090419027e-11	-4.305894980549093e-10	-1.4807334608513296e-10	1.1792102528806542e-09
0	17.0	0.3749425999338082	-0.07348157720277804	-0.2991906000155543	0.022077255684306813	0.0	0.0	0.0	0.0	0.0
1	17.0	0.0	0.0	0.0	0.0	0.0028788122377279915	1.2148989784148928e-11	7.206755493289301e-11	-9.970584512656345e-13	-2.09489996255596e-10
0	19.0	0.48644125599716126	-0.07919005372085558	-0.3683245482298797	0.02393609228114509	0.0	0.0	0.0	0.0	0.0
1	19.0	0.0	0.0	0.0	0.0	0.004490969818091217	1.206316294114515e-09	-2.2877216637944098e-11	-2.042722672172542e-09	-5.392433789161097e-10
0	21.0	0.8451387616181387	-0.16962685950217582	-0.5823145527218687	0.028192865329530505	0.0	0.0	0.0	0.0	0.0
1	21.0	0.0	0.0	0.0	0.0	0.0019608853303280625	1.1989088845412405e-10	-1.3251833597602763e-10	-1.8743890461789747e-10	1.8962853374709484e-10
0	23.0	0.7959740552317753	-0.3299660916715237	-0.5398440087252263	0.015276728969596903	0.0	0.0	0.0	0.0	0.0
1	23.0	0.0	0.0	0.0	0.0	-0.0010665543194336435	7.826844971333409e-10	-1.0629658404687163e-09	-1.049972695449523e-09	1.068244766216824e-09
0	25.0	0.6896699898228948	-0.28149571740800006	-0.49756012475546496	0.009118220791302534	0.0	0.0	0.0	0.0	0.0
1	25.0	0.0	0.0	0.0	0.0	-0.011991131733649116	1.8593384885468083e-09	-3.0985005453611932e-09	-2.5709647556199592e-09	4.177621540047737e-09
